timelength,value_count_value_0.0,value_count_value_1.0,value_count_median,number_crossing_mean,number_crossing_meansigma_lb,maximum,mean,median,minimum,standard_deviation,ratio_beyond_r_sigma_r_1,ratio_beyond_r_sigma_r_7,kurtosis,skewness,relative_quantile_q_0.2,relative_quantile_q_0.8,index_mass_quantile_q_0.2,index_mass_quantile_q_0.4,index_mass_quantile_q_0.6,index_mass_quantile_q_0.8,symmetry_v,augmented_dickey_fuller_attr_pvalue,augmented_dickey_fuller_attr_teststat,binned_entropy_max_bins_10,energy_ratio_by_chunks_num_sgmts_10_sgmt_focus_0,energy_ratio_by_chunks_num_sgmts_10_sgmt_focus_1,energy_ratio_by_chunks_num_sgmts_10_sgmt_focus_2,energy_ratio_by_chunks_num_sgmts_10_sgmt_focus_3,energy_ratio_by_chunks_num_sgmts_10_sgmt_focus_4,energy_ratio_by_chunks_num_sgmts_10_sgmt_focus_5,energy_ratio_by_chunks_num_sgmts_10_sgmt_focus_6,energy_ratio_by_chunks_num_sgmts_10_sgmt_focus_7,energy_ratio_by_chunks_num_sgmts_10_sgmt_focus_8,energy_ratio_by_chunks_num_sgmts_10_sgmt_focus_9,number_peaks_r_n_1,number_peaks_r_n_5,number_peaks_r_n_50,cwt_coeff_agg_widths_(2-5-10-20)_w_10_C0_bins10_f_agg_mean,cwt_coeff_agg_widths_(2-5-10-20)_w_10_C1_bins10_f_agg_mean,cwt_coeff_agg_widths_(2-5-10-20)_w_10_C2_bins10_f_agg_mean,cwt_coeff_agg_widths_(2-5-10-20)_w_10_C3_bins10_f_agg_mean,cwt_coeff_agg_widths_(2-5-10-20)_w_10_C4_bins10_f_agg_mean,cwt_coeff_agg_widths_(2-5-10-20)_w_10_C5_bins10_f_agg_mean,cwt_coeff_agg_widths_(2-5-10-20)_w_10_C6_bins10_f_agg_mean,cwt_coeff_agg_widths_(2-5-10-20)_w_10_C7_bins10_f_agg_mean,cwt_coeff_agg_widths_(2-5-10-20)_w_10_C8_bins10_f_agg_mean,cwt_coeff_agg_widths_(2-5-10-20)_w_10_C9_bins10_f_agg_mean,frequency_info_N_components,frequency_info_maxFreq,frequency_info_maxPeriod,frequency_info_minFreq,number_cwt_peaks_n_5,agg_autocorrelation_vlag_lag_0.25_f_agg_mean,agg_autocorrelation_vlag_lag_0.25_f_agg_var,ar_coefficient_k_10_coeff_0,ar_coefficient_k_10_coeff_1,ar_coefficient_k_10_coeff_2,ar_coefficient_k_10_coeff_3,ar_coefficient_k_10_coeff_4,partial_autocorrelation_lag_2,partial_autocorrelation_lag_3,partial_autocorrelation_lag_4,partial_autocorrelation_lag_5,partial_autocorrelation_lag_6,partial_autocorrelation_lag_7,partial_autocorrelation_lag_8,partial_autocorrelation_lag_9,change_quant_f_agg_mean_isabs_True_qh_0.2_ql_0.0,change_quant_f_agg_mean_isabs_True_qh_0.4_ql_0.2,change_quant_f_agg_mean_isabs_True_qh_0.6_ql_0.4,change_quant_f_agg_mean_isabs_True_qh_0.8_ql_0.6,change_quant_f_agg_mean_isabs_True_qh_1.0_ql_0.8,change_quant_f_agg_var_isabs_True_qh_0.2_ql_0.0,change_quant_f_agg_var_isabs_True_qh_0.4_ql_0.2,change_quant_f_agg_var_isabs_True_qh_0.6_ql_0.4,change_quant_f_agg_var_isabs_True_qh_0.8_ql_0.6,change_quant_f_agg_var_isabs_True_qh_1.0_ql_0.8,time_reversal_asymmetry_statistic_lag_2,c3_lag_1,c3_lag_3,friedrich_coefficients_t_norm_1_m_3_r_30_coeff_0,friedrich_coefficients_t_norm_1_m_3_r_30_coeff_1,friedrich_coefficients_t_norm_1_m_3_r_30_coeff_2,friedrich_coefficients_t_norm_1_m_3_r_30_coeff_3,max_langevin_fixed_point_t_m_3_r_30,linTrend_attr_icpt,linTrend_attr_pvalue,linTrend_attr_rvalue,linTrend_attr_slope,linTrend_attr_stderr
10000,0.0,0.0,1,966.0,608.0,43.46,0.05195433178000003,0.165465,-47.687,11.815533625130081,0.3166,0.0,0.06084240938087504,-0.0252604331322612,0.4147004289773663,0.6322939866369711,0.2064,0.4089,0.6093,0.8211,0.9987546417521148,0.0,-57.5666093547789,1.702377139443089,0.11405290003538075,0.075744391530409,0.09073350315044973,0.1071755579348726,0.09176855048650637,0.0953062200191255,0.1069418156460516,0.07260704479514568,0.15037239067305927,0.09529762572899944,0.0663,0.051,0.0082,-0.024109578185271686,0.04626674485753842,-0.01765068524389933,-0.19591423698911264,0.29329266771977325,-0.016661784777377037,-0.15070963497061407,0.13311395053615552,-0.007472125393298795,0.01772454644477877,33,0.0578,24.813895781637722,0.0403,632.0,-0.00010861482721012368,0.00652328783588699,0.004193667140254318,1.8838417843483064,-0.9809683398070732,-0.002353162829286333,0.003687540299116443,-0.9607537339060188,0.031196394784525256,0.01468708505032973,0.005230856361451166,0.0028608739557795517,-0.006072905418705221,-0.00410650967362012,-0.01681189477190648,2.5928413043478256,1.9396788814691155,1.738209402641166,1.801827341772152,2.5831537667071687,4.241920738064482,2.050855050730969,1.5943648093302225,1.8368877836912458,4.255079495146808,0.895465257471977,-17.645098739318815,-0.30848201218917704,-6.74339420996728e-05,-0.04924557843036448,0.0007906484553526577,0.004456418186244014,147.59178588157283,0.0026493583113389317,0.8096198409363056,0.002409462608636205,9.861980891821402e-06,4.0934184131739707e-05
10000,0.0,0.0,1,996.0,616.0,60.948,-0.147414850526,-0.0431,-55.119,16.782163408066882,0.3285,0.0,-0.18126150751382086,0.00011708561751287958,0.3495825686887746,0.5982406713363834,0.2149,0.3991,0.5801,0.8024,0.9991012531509732,0.0,-162.7256321541527,1.8087821432523363,0.06692088797034045,0.10669391443474416,0.14668987151475116,0.08865728568520774,0.15358648349981274,0.08731196156123007,0.08728095192252644,0.062344169818387585,0.11743699699352875,0.08307747659947087,0.0583,0.0507,0.0079,-0.16020460857281585,-0.08781977950348466,0.10422701364800607,-0.07706234137007306,0.1172412717140847,-0.07487315093939699,-0.0014488209216764858,0.13911941729567395,-0.15047731184573335,0.045784410039101185,27,0.0565,23.36448598130841,0.0428,581.0,-0.00016679822055606656,0.017659581406340955,-0.01492006507387491,1.8864723281556464,-1.0010463728929189,0.03537452721218287,-0.023740597848159208,-0.9820862794908513,0.029365004795774783,-0.01801822166529645,0.0020527514034856718,0.002535575121468392,0.004764679064147586,-0.009514431016782562,-0.02033460190032451,3.690495752427184,2.652964810126582,2.463420692321924,2.878430605285592,3.6693385922330095,7.7873028810499205,4.125776189487412,3.418688655250382,4.573954683692471,7.836841622005785,2.852735099049817,-115.442747287957,-46.09291799108193,1.1212153902649407e-05,-0.049530548778462816,-0.00038353578123449334,0.00010149127222516547,1396.220101843814,-0.2293305770888584,0.7780930273940234,0.002818396846402209,1.6384783790950773e-05,5.81407031245375e-05
10000,0.0,0.0,1,1017.0,614.0,25.103,0.07009372971,0.16023500000000002,-26.065,7.491737232865497,0.3144,0.0,-0.04057198021345077,-0.06523443381412691,0.3890107098186366,0.6342811913696059,0.1968,0.3887,0.6016,0.8015,0.9982383272691916,0.0,-69.55342083070617,1.8191622985074123,0.10824395006988677,0.10826990333880612,0.11462983118908973,0.09335306675728457,0.0878654381707117,0.08333438661953532,0.1056715598824603,0.09246618470233826,0.10869017297423912,0.09747550629564808,0.0832,0.0545,0.0093,0.1895872177338148,-0.14710027527674396,0.07944255004009995,-0.033280045157574815,0.14317912403238722,-0.3255356407897545,0.27834985783060434,0.006132257044354729,-0.2644777447392264,0.19880816969911694,53,0.0661,96.15384615384615,0.0104,701.0,-5.670119585446258e-05,0.003118491148235745,0.0059431418740874715,1.8103506235863385,-0.8977739038429818,-0.009674815209885971,-0.006286555504880054,-0.9031483108463109,0.0094309773750129,0.01126471620234239,0.009961810828865629,-0.0023578261638399893,0.0057556638759187605,0.0034148660465984767,0.025045973337593414,1.7886118004866178,1.1864678327645048,1.1228161412982125,1.2111016211604095,1.6183143119266057,1.8069695735590452,0.7419807839567365,0.6442139172674608,0.7659017566270646,1.6156909608838537,1.8427303602690712,-12.05219426803442,3.4881943097121204,-1.890620065524409e-05,-0.04986881473521222,0.0006767480986663289,0.0001009064811672154,489.47052477385836,-0.21508103288086594,0.02795565821481797,0.021979173351338782,5.7040656583831564e-05,2.594846486492392e-05
10000,0.0,0.0,1,1010.0,650.0,46.003,-0.010004962309000007,-0.028914,-38.542,12.338364836515984,0.3312,0.0,-0.2080763664288252,0.02192022542209347,0.3295404814004377,0.5800697853214265,0.2053,0.4058,0.596,0.797,0.9997763435130286,0.0,-117.4722423396896,1.8141300683658677,0.07911543714871817,0.10672716646276256,0.10513209158489097,0.09841528033006218,0.10702162945032198,0.11894721598477555,0.10978609080946483,0.08839913687226117,0.09031165141738788,0.09614429993935482,0.0675,0.0518,0.0084,0.17711503149873256,-0.26123919100447124,0.2550297857243413,-0.16583297096714758,0.1288561095828303,-0.21909416752363045,0.10783913324731903,-0.0021873407814886007,-0.07570034437918938,0.10439315230626536,31,0.0584,25.0,0.04,618.0,-0.00018575702370775648,0.00825766594152273,-0.0019321836117589923,1.8732643832394693,-0.9585842594229969,-0.0294390732290552,0.02245627558715213,-0.9656563711710056,0.02109382015734716,0.016971027581753517,-0.003880348900609186,0.0011300257688716651,-0.010262148592319071,-0.002562268998807048,-0.007461418260439223,2.6877396341463413,2.1094616040955634,1.6889830839962998,1.9791798157453933,2.6811483949121744,4.052587421843769,2.5560342534233658,1.7150525503407177,2.343682747440168,4.2205595897294055,2.586606455166674,36.927964718911156,15.392154575437882,-0.0002018802957378343,-0.04935790330083959,0.002510096152507281,-0.0013101513351986838,40.57100076011768,0.3710412945359949,0.07456506148038007,-0.017832116548214875,-7.621687305630461e-05,4.273882778741362e-05
10000,0.0,1.0,1,2106.0,1180.0,17.745,0.028999836220000012,0.00660705,-16.999000000000002,3.790998905154391,0.3054,0.0,0.3323041222197891,0.010194816384258952,0.4010131245682708,0.5793000230255584,0.2024,0.40700000000000003,0.6073,0.8086,0.9993554919922863,0.0,-30.0557984072369,1.5342361282034276,0.10839500093141337,0.08837110088507334,0.09236578911698692,0.09393266595036652,0.10464854993813376,0.09744721184659573,0.10682279946245332,0.09395367237222192,0.1307134015783575,0.08334980791839759,0.1272,0.0981,0.0095,0.04165453595819615,0.012475591488149206,-0.007128677291530245,0.015101501965810485,-0.04736959607567435,0.022413370029801944,-0.002393443101295873,-0.004740582290054078,0.01608070428950909,-0.00839463615905699,45,0.1371,16.10305958132045,0.0621,918.0,-0.00014701536195737302,0.0012850818870107944,0.01023880782495693,1.6381148413816229,-1.0729158696584908,0.06663864748852646,0.03523582726955077,-0.8525320506303664,0.20873013087351155,0.01893155539077841,-0.10629534640473856,-0.1499839569659676,-0.10254357596202847,-0.017972549567596082,0.021500538826363567,1.4580998441153543,0.7294921625544267,0.6040347234586465,0.7045316531165311,1.488052891933029,1.4543072815744107,0.23995513947500405,0.17866361661519314,0.23899539457341898,1.3922746619893536,0.19083289067294024,1.6319645218432668,-0.6866534712080989,1.4196788157813888e-05,-0.2204866673076986,-0.0005207417784296853,0.19698059055405734,18.43073087889233,0.06040455880018596,0.6324587080095143,-0.004783261280822667,-6.2815726733045215e-06,1.3133568685659715e-05
10000,0.0,0.0,1,1018.0,610.0,42.833,0.08343179491200002,0.23260999999999998,-46.268,12.200629449288213,0.3247,0.0,-0.14831674435223796,-0.042819892439907935,0.4050347358615504,0.6365585122501431,0.1995,0.3767,0.5815,0.767,0.9983257403947432,0.0,-44.25151298812993,1.7519402866821108,0.09260585438218794,0.10535851596335674,0.10793624295176148,0.11830803758719124,0.09080813511157444,0.11044905804144063,0.13078939055763011,0.0873720371130511,0.05793353474729995,0.0984391935445065,0.0671,0.0519,0.0087,0.0563438059912753,-0.004884277573127804,-0.2326501927400197,0.4133187969213823,-0.2190042749436016,-0.012739895458331176,-0.052835612156122085,0.13510955384444698,-0.1925447208031639,0.08273044677293752,34,0.0623,27.855153203342613,0.0359,626.0,-0.00021807310195036452,0.006240454639873088,0.007913881322673144,1.877136925104701,-0.96773570003346,-0.01904854171101484,0.034539440200665406,-0.9655215825450234,0.03610646703927713,0.016377509640059372,0.00031823540785004003,0.02226653030739679,0.00643992793895955,-0.007967632578762276,0.006752568911398777,2.8197656626506022,1.8881722082283796,1.672814278125,1.8967814225941424,2.6970840895341803,4.1728130095438365,2.2522056029807658,1.5991156266568547,2.0270495424331223,4.252574684399004,1.9028738530769735,-35.290649749946105,1.0987337466024143,0.00014764163943734268,-0.05073900345444306,-0.0017888092635370426,0.007873897569672463,118.28633186528276,0.3036643713133152,0.29733169118677955,-0.010422745282751795,-4.405092037230026e-05,4.22661514988371e-05
10000,0.0,0.0,1,1007.0,590.0,27.52,-0.10838876458000002,-0.0300135,-28.656,7.596327893565687,0.3115,0.0,0.12047301370584007,-0.014662003579949496,0.3965803902022215,0.6203325263457704,0.2,0.4008,0.5975,0.8023,0.9986048265348192,0.0,-46.54720809181354,1.7388733933488136,0.10977543476914003,0.09564082307880707,0.0892743859060436,0.1095010928862524,0.09735213613504752,0.10480660858332362,0.09714062513384343,0.09943964356149372,0.097043384662572,0.1000258652834766,0.0862,0.0546,0.0089,0.027818741656858218,-0.1963994146018979,0.17069344613132,0.023634524762230383,-0.11086289685221354,-0.08680598164716162,0.17416793403225864,0.04739991238780848,-0.0670392116007514,-0.029329668877087305,54,0.0681,37.593984962406005,0.0266,699.0,-0.000431221450472229,0.0027707837955671354,-0.01037048738548164,1.833859707515619,-0.9237894515013224,-0.035066180794591735,0.05235532720921992,-0.901952116647442,0.03529565267543701,0.0318340407789484,-0.004548698040652725,0.009768923782395487,0.0012214189370317945,0.003005038596362732,-0.0029792614277654385,1.7581697519661224,1.1965387259010896,1.0723604875576036,1.1812647851727045,1.6649017650639073,1.8587527626906224,0.8057219068825342,0.6622467480133668,0.7677006767885596,1.7397705503620702,-0.8321076959902188,-20.33365974056945,1.911277588411174,-0.0002991439218888074,-0.05152402825544495,0.003674455155511533,0.013557492984251452,51.06095374842258,-0.1475661992267673,0.7658887489316024,0.002977934178168084,7.836270556409097e-06,2.6316967005339386e-05
10000,0.0,0.0,1,2007.0,1145.0,37.066,0.024349611989000004,0.0751735,-36.798,9.06035593981365,0.3011,0.0,0.5003199325410539,-0.013636600624620349,0.39797194844579226,0.5989182822484567,0.2161,0.3935,0.5891,0.7938,0.9993119261343686,0.0,-326.8040813081961,1.6456170372198415,0.0621245278971085,0.13726994580866714,0.06179615635650083,0.18868324336503967,0.07747613386825175,0.11767897567691643,0.1289794192352311,0.055240023006082106,0.05710885562594571,0.11364271916025682,0.1049,0.0992,0.0076,-0.04070605745666747,-0.0038891617483738225,0.021357167745971288,0.009296306587913562,-0.00889756926686235,-0.00861068468571751,-0.057613883379764474,0.03608888969600669,0.0023986773881490018,0.054396179139609965,8,0.1061,10.905125408942203,0.0917,843.0,-0.00023099101048813296,0.01627766290224455,0.010712925304698721,1.6011890039864922,-0.9673596199559046,-0.0051250805349945675,0.003215603761195979,-0.9822112484967941,-0.0016128624765256929,0.014323962826424825,0.018118927934424628,0.0184688938343142,0.0076938184352165736,-0.0035492978641606717,-0.023734487502325367,3.6300676402767103,1.6943918844566708,1.3458046719908117,1.7142080114449214,3.5515521806853583,9.724916490090433,1.408375309081318,1.0521251254259905,1.5397648280617104,9.746577466981226,-2.1703326217938184,-3.638004103181476,5.684895915307823,-0.00032592306417534585,-0.1917665148195309,0.005000738534939297,0.004598150682742461,219.3246708098011,-0.05159530938718988,0.6284339799697432,0.004839898784634961,1.5190503325570535e-05,3.1388765230598294e-05
10000,0.0,0.0,1,1033.0,572.0,23.961,-0.038257122608000016,0.044118,-40.381,7.488245946333798,0.3142,0.0,0.18458216054848986,-0.04486181562853273,0.5291644648907401,0.7224316931397843,0.2013,0.4206,0.6023,0.8044,0.9987197301512544,0.0,-45.82662474939507,1.597579526915701,0.0695669874243654,0.12479733506264658,0.08258933774414631,0.08710121345940885,0.1064210412084524,0.12658320261580175,0.08954411408811364,0.09628553499955103,0.10962258410564726,0.10748864929186676,0.0862,0.0555,0.0093,0.2510246299182479,-0.09097116843828404,-0.16847287160028024,0.16888771383797255,0.10543378641474084,-0.05863879032059462,-0.18661116638410105,0.10404889843758422,-0.0895831428734005,0.06500367676826284,57,0.0617,104.16666666666669,0.0096,703.0,0.0002744189564716162,0.0025990794064771248,-0.0034536758640338018,1.846147555859364,-0.9480737636678552,-0.015500399411730287,0.0428081874489332,-0.9018131601820841,0.051920093104821735,0.031271746706530164,-0.0015556123194875938,0.00914141043700729,-0.007831558655908375,-0.014265200317111475,0.00587446427729586,1.6372089696969696,1.1907244537815125,1.042864561895911,1.1356166807076664,1.6937340193704602,1.6105696578953022,0.8184690017969705,0.6069038443288084,0.7422696147006925,1.666047763418954,-0.7184187266484439,-23.766165458313232,-11.322103957386187,0.00021849886800734677,-0.051017913398860526,-0.0038494337628219672,0.017633043429765252,58.24334192716774,0.25111049220799336,0.02566315682773917,-0.02231272570220847,-5.7879310894288096e-05,2.593618072487607e-05
10000,0.0,0.0,1,2000.0,1206.0,24.771,0.01668926011500001,-0.09439550000000001,-22.722,5.982951130874687,0.3194,0.0,0.06875238887034785,0.01793736511776164,0.3728086244288632,0.5845029793864359,0.1747,0.3747,0.5842,0.7817,0.9976610287807676,0.0,-211.16824816090943,1.6724759979567227,0.11339594894935573,0.1446508134594766,0.1055551188031984,0.07775123962058174,0.0965575541307116,0.08677783459286245,0.09500665872119514,0.10473727762072564,0.10514878690890388,0.07041876719298885,0.1109,0.0971,0.0088,0.045121102238684915,-0.017231365751056767,-0.005422408514820271,0.022295027843679392,0.05175469484788164,-0.09362985522948684,0.06380373189378254,-0.0034828944750405237,-0.013067749945115972,-0.007761924356500181,15,0.1099,10.869565217391305,0.092,928.0,-0.00026201211274281595,0.006829920497813639,0.006510313230669896,1.5750508578783384,-0.9341581131715228,-0.019732959549155483,0.009464756553751149,-0.9576459896030942,-0.011824303476596913,0.011293991190609923,0.004836005505731201,0.009700963622513737,0.001146150999245106,-0.011306673244679223,-0.005939369596171085,2.3037346891788184,1.0411425444596445,0.8922634789504373,1.1416725437415882,2.3990565849923433,3.5159377519816184,0.6788508659191071,0.42178986841902333,0.7109004961236776,3.924649476713912,-2.1247094467237435,2.231035620488957,0.6283977525400545,3.6704023679900766e-05,-0.19217409323359785,-0.0007620360701373713,0.005926855147223563,136.76776186269677,0.0593007489539634,0.6809338771118092,-0.0041123877350850825,-8.523150082800959e-06,2.07274483746358e-05
