0.0,101.550507722,117.085800462,144.821808732,173.98276344,180.50680727,195.463674352,112.476485617,91.8024720256,151.571974015,181.418605016,179.094104177,162.662292648,221.753483512,147.610195368,187.856272679,105.770260412,151.98385989,196.007164042,160.683363153,470.445480336,437.634365713,503.845159169,443.510109073,432.069999881,481.434766252,501.428541629,466.225615181,576.001055985,538.828167662,520.052764294,536.848611375,509.903644681,423.672016483,456.189835768,443.253886123,529.187784186,512.189275066,487.724826276,526.111273762,412.339799119,447.344466195,410.361727087,446.811558519,383.277927944,331.727046761,406.942329172,457.171500112,446.38760171,398.798886403,422.165103341,461.648971679,436.732409432,441.600612767,450.34130316,467.849461071,426.589988204,475.574421753,409.77543825,463.653917379,373.173630313,361.87179308,346.654866589,390.035493521,493.849285422,463.714563811,322.553420074,358.114625388,398.950548965,397.131618717,332.344372137,473.490277182,338.940054195,321.898448715,371.281136752,333.368337155,381.357834907,386.25604233,476.783145347,350.867710107
101.550507722,0.0,141.335221956,110.673868945,151.187885087,139.391687336,178.515551054,172.913848132,79.5830275548,110.80508256,198.763780988,157.882881363,170.103280755,205.813351105,130.516936222,233.48410115,113.371446395,109.092535715,167.442301781,163.812487186,463.114312035,468.578080669,527.477316867,438.234711806,441.583277721,506.665688142,497.988962902,512.580522876,480.446814694,515.173005167,485.528626557,525.132526818,502.807294289,446.613116321,481.769278238,478.272943529,574.985877463,495.136310645,495.408321803,502.780633853,426.312907962,461.984520677,435.482143663,451.471335406,382.125026363,333.798508086,393.019871737,493.528314421,451.222084423,401.738105712,457.564718458,456.428382209,445.082676482,454.267331021,485.830485823,460.643941957,454.648132366,488.609438072,452.653606192,453.242663593,382.949537985,389.259392186,376.873663664,402.35254618,440.548606434,492.14324204,335.599951798,386.796185631,404.485028882,399.124607636,356.229251411,478.165381347,350.253745803,346.456750035,401.694229811,360.123435975,404.847107733,440.807769095,477.036704314,375.04364041
117.085800462,141.335221956,0.0,171.100040385,175.082216466,161.580476544,165.489732391,135.420127894,137.728620337,170.864643007,121.871905818,192.308124368,148.654508236,207.808334685,150.971582375,195.679696669,139.981761233,159.582117658,194.10429034,151.69863428,483.863118574,435.867657906,526.937384197,430.936259509,433.428202506,496.458933765,511.934408238,479.228119165,576.377390425,523.167990935,496.47180744,533.894513652,525.373273215,431.030300847,472.010878681,451.23439319,533.33635995,490.685525922,506.364330585,506.101045429,393.67629862,452.290923796,426.296866486,454.86009788,380.335973787,327.808480269,400.780604217,500.109153942,467.670287784,383.157601581,446.874561118,463.825902778,450.026090191,423.349315126,431.524622664,420.217591191,437.740182067,493.915781149,417.053934004,479.9501977,359.841971143,396.582263326,351.553306626,405.345272421,460.903368167,481.940014703,329.837864583,339.180198797,381.762414595,392.297826462,359.011957852,436.182879754,330.690485703,300.432472067,395.725435977,331.090091659,391.688691299,420.832638454,497.426051515,349.737843942
144.821808732,110.673868945,171.100040385,0.0,131.112821151,117.776652152,206.776288422,206.526588269,121.640256405,61.1520045356,226.193462426,141.941487296,209.258800002,249.358865434,97.6526269719,248.095720882,132.261859268,115.307871996,140.865291459,184.933143735,472.994864341,461.010219335,568.318178111,471.462655492,448.688569612,499.808545073,522.040165956,507.137441683,515.134286147,499.062092657,488.678917258,573.584862325,486.215289649,543.118062769,476.147253249,536.191170541,513.761357938,492.654952047,516.147761799,495.587989153,448.481280966,470.950241195,480.437212085,474.233912877,374.701015942,384.971779185,450.753063324,506.291534655,495.131241919,398.194062007,465.568201203,502.260556857,476.04751215,457.2279953,491.366161921,485.975431881,493.784971146,555.146586845,474.665163072,484.316537648,402.962810079,424.570708483,396.902701065,435.260523138,434.768531544,527.27569479,361.311109102,409.373158325,408.214185661,428.673078043,388.685596543,472.869766371,361.442677061,352.54050475,431.459336455,382.329608731,420.632262599,452.131101056,503.564032032,390.630253331
173.98276344,151.187885087,175.082216466,131.112821151,0.0,111.722709759,189.952781191,238.292642142,152.133557215,142.629253951,200.189408929,98.8849334891,208.610507367,218.731028973,116.520051673,232.605130524,162.447697148,136.276172562,106.783466536,158.281592476,452.993306196,440.259311023,541.796832045,407.958315865,416.698276563,443.129763898,473.991857357,400.247125903,565.33402,463.258920695,459.654494219,545.522779918,475.57967663,499.151482992,446.558113763,509.048976881,491.078948223,460.957909396,499.27833454,480.177985133,410.636141236,474.058807995,470.558084685,454.286943951,349.862125234,377.380933834,424.474747696,490.593287659,482.784216822,384.612897906,450.728639708,511.585103569,460.169823861,447.310520057,449.368080413,464.716095204,471.455005908,544.501837299,486.812951245,469.677895199,358.377375641,363.382809224,337.407839084,376.295990269,441.315564726,492.087877524,317.897210413,340.795145133,354.623872765,393.384664878,336.781609592,451.739164901,315.626713991,284.902514016,411.811031637,341.061006876,394.979978526,419.097548833,452.750138741,336.963918382
180.50680727,139.391687336,161.580476544,117.776652152,111.722709759,0.0,182.240014268,225.883406065,156.140428315,127.154233219,205.663916432,92.8421523991,184.253000693,197.831515861,109.817788583,218.746886607,163.914324166,131.569879441,120.499739661,148.063230269,479.536941718,445.732159796,539.293745107,407.86272196,425.823229443,448.71685997,483.944909374,409.345447824,558.218947374,457.188876132,463.101201679,544.357427377,467.424650673,460.74648362,452.761956353,514.461705798,476.829620074,463.702761915,487.993372699,480.737827099,432.076274862,492.718861813,443.897229537,462.249738425,354.33870148,340.197997959,449.859924375,502.201041903,489.003267652,407.122557774,470.719306662,476.307452544,437.992334072,457.219313385,458.750664254,455.238342101,467.23520301,547.036879149,480.228774919,484.725215915,375.458522593,385.807270238,356.992799923,379.448119474,447.390642602,494.388720167,340.009562045,374.990525575,391.533492041,402.266132756,357.861014509,475.221812724,342.747874723,322.974447514,389.788777906,373.333781657,402.211670587,414.794104636,484.934178233,351.928874192
195.463674352,178.515551054,165.489732391,206.776288422,189.952781191,182.240014268,0.0,161.725919879,199.574879414,200.100463262,172.871745788,228.231516243,105.572878148,168.240971336,180.701460124,190.603666705,196.161764403,202.270529999,196.363949234,158.719695206,495.959035501,465.909548354,483.486832391,456.179305343,430.362487466,493.094727543,515.56722823,496.877324488,554.440226063,534.038620151,511.64309083,488.283327628,494.297936811,448.583333831,457.341129853,490.702912278,510.497672375,479.523155177,496.251302455,502.647326395,381.608731606,401.007873307,416.39652099,410.213547828,368.18703796,333.726783397,364.513060875,419.980621444,430.387622443,377.595018659,453.001924878,402.140966661,383.024776697,426.34313678,388.804076289,414.343111726,411.31645303,441.262218955,447.628353987,443.362826033,333.73019465,375.117548509,338.826409852,358.703443294,434.892672911,494.169317731,308.745963239,346.17454453,361.66839953,365.047530573,344.348147632,373.510771349,316.235844825,307.124375842,381.492124053,349.625090987,360.128307885,385.437909756,446.565650761,326.47204954
112.476485617,172.913848132,135.420127894,206.526588269,238.292642142,225.883406065,161.725919879,0.0,135.552719591,209.188741441,167.115130789,242.495693946,166.209002443,212.544811486,198.154463347,173.369209273,131.807041546,191.925092773,236.827896431,185.383950751,489.619007755,480.754679115,499.641402614,485.829222848,436.249832175,461.632188827,533.793697514,442.277265273,550.259867237,563.43117379,548.517057594,591.959513032,522.804091224,494.55905574,471.8048582,468.233125822,568.403598013,494.435195494,516.270867364,538.09904636,406.737714494,453.222895185,434.941101687,439.040414159,388.207960928,344.646619819,418.301211526,464.240328392,450.399588607,369.669888273,412.862155913,472.234108446,434.262059811,440.641087877,455.323661724,439.548190384,414.904057204,454.689782279,390.744502476,472.872297367,343.794041733,384.108881955,341.211236179,370.292804215,490.952516501,488.934140055,331.618192064,321.87798957,362.044891322,409.489687661,345.542430446,469.668930734,332.782461265,306.579536999,383.62179813,308.991029808,360.230176526,396.114308682,472.902850773,337.592991046
91.8024720256,79.5830275548,137.728620337,121.640256405,152.133557215,156.140428315,199.574879414,135.552719591,0.0,134.428794816,189.436495393,154.919155038,181.159371999,204.243565301,136.206691131,206.001207087,78.0919523174,107.242010229,157.961355294,156.318447429,488.992242396,451.672710374,509.91455812,450.991100964,438.893673882,496.282075935,516.522981135,495.481944098,573.425448833,553.970664604,500.674744785,520.649962838,507.260094388,437.627864941,471.631954026,442.446316654,539.403951601,504.151831016,499.368308957,582.0819418,412.358067062,458.106346386,436.695207368,444.34324549,376.559611066,369.628950972,409.155401066,462.013891523,444.483456951,396.870692674,462.027245795,475.686502208,456.79634306,457.012021836,474.717030535,474.397507192,433.277115628,490.445202298,433.997474638,469.371593811,375.299337096,375.589143419,357.161666997,384.791304399,457.292632497,477.546533304,343.456713152,357.817162025,380.745742813,391.441597536,341.725858578,479.250361483,345.228532318,326.793143935,400.97319697,332.197840722,380.416417623,408.008555266,492.29788532,378.536622252
151.571974015,110.80508256,170.864643007,61.1520045356,142.629253951,127.154233219,200.100463262,209.188741441,134.428794816,0.0,232.823430193,143.709509463,196.777739226,233.150364284,99.5006634457,269.292832476,144.623423308,122.324373624,155.569703009,188.359377066,479.855146039,488.341580635,513.480863202,425.031584064,442.07771513,510.986995384,528.829037338,519.474673158,510.404362833,483.236557547,487.735960762,570.270289195,500.853231623,527.12993633,474.796808262,537.783924903,507.149239212,472.336703147,523.18042318,499.829345501,452.347174118,492.579395663,478.582729027,457.341658278,359.453806922,380.652417629,444.234771673,501.650734845,495.354894175,409.217760157,506.240162483,494.428086923,465.310351413,461.138815965,491.253546806,472.223401162,509.29198553,565.545229461,475.240105444,482.267382138,427.034988498,421.807326817,406.847357248,412.165079187,427.988204266,533.170446772,356.741054955,415.742840196,417.632960001,421.360710139,404.69632197,463.360501219,373.027203821,347.737428716,441.450274405,403.182941968,445.229224498,460.766659654,512.533379035,395.695598249
